,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
1301,14-JUN-2017,Beech 200 Super King Air,TZ-DDG,Malian Aéro Company,0,Bamako Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20170614-0
1302,23-JUN-2017,Airbus A321-211 (WL),N315DN,Delta Air Lines,0,Atlanta-Will...,,,A2,https://aviation-safety.net/database/record.php?id=20170623-0
1303,27-JUN-2017,Antonov An-2R,UR-19717,Kharkiv Aeroclub,0,near Kiliya,,,A1,https://aviation-safety.net/database/record.php?id=20170627-0
1304,30-JUN-2017,Airbus A321-231 (WL),N991AU,American Airlines,0,Chicago-O'Ha...,,,A2,https://aviation-safety.net/database/record.php?id=20170630-0
1305,30-JUN-2017,Canadair CRJ-200ER,N862AS,"SkyWest Airlines, opf American Eagle",0,Chicago-O'Ha...,,,A2,https://aviation-safety.net/database/record.php?id=20170630-1
1306,02-JUL-2017,Canadair CRJ-701ER,N796SK,"SkyWest Airlines, op.for United Express",0,Denver Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20170702-0
1307,03-JUL-2017,Cessna 208B Super Cargomaster,N9714B,Martinaire,0,near Alpine-Caspa...,,,A2,https://aviation-safety.net/database/record.php?id=20170703-0
1308,04-JUL-2017,Gulfstream Aerospace G-1159A Gulfst,YV2896,SATA,9,near Macanao,,,A1,https://aviation-safety.net/database/record.php?id=20170704-0
1309,07-JUL-2017,Airbus A320-211,C-FKCK,Air Canada,0,San Francisc...,,,I2,https://aviation-safety.net/database/record.php?id=20170707-0
1310,10-JUL-2017,Lockheed KC-130T Hercules,165000,USMC,16,"near Itta Bena, MS",,,A1,https://aviation-safety.net/database/record.php?id=20170710-0
1311,17-JUL-2017,Beech B200 King Air,LV-ZTV,Aero Baires,0,San Carlos d...,,,A2,https://aviation-safety.net/database/record.php?id=20170717-0
1312,18-JUL-2017,Boeing 737-301 (SF),PK-YGG,Tri-MG Airlines,0,Wamena Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20170718-0
1313,20-JUL-2017,DHC-8-106,C-FDWO,Air Creebec,0,near Val-d'Or,,,A2,https://aviation-safety.net/database/record.php?id=20170720-0
1314,21-JUL-2017,Cessna 208 Caravan I,N802TW,Tailwind Air Service,0,Lower East R...,,,A1,https://aviation-safety.net/database/record.php?id=20170721-0
1315,22-JUL-2017,Cessna 208B Grand Caravan,PK-RSD,Enggang Air Service,0,Sinak Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20170722-0
1316,25-JUL-2017,PADC/BN-2A-26 Islander,8R-GRA,Roraima Airways,1,near Eteringbang ...,,,A1,https://aviation-safety.net/database/record.php?id=20170725-0
1317,26-JUL-2017,Raytheon Hawker 850XP,TC-MAN,Genel Havacilik,0,Mikonos Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20170726-0
1318,27-JUL-2017,Antonov An-2R,RA-40908,Aviation Technical Center Virazh,0,"near Poltavskaya,...",,,A1,https://aviation-safety.net/database/record.php?id=20170727-0
1319,29-JUL-2017,Antonov An-74TK-100,UR-CKC,Cavok Air,0,São Tomé Isl...,,,A1,https://aviation-safety.net/database/record.php?id=20170729-0
1320,03-AUG-2017,ATR 72-212A (ATR 72-500),PK-WFF,Wings Air,0,Medan-Kualan...,,,A1,https://aviation-safety.net/database/record.php?id=20170803-0
1321,03-AUG-2017,Boeing 737-9GPER (WL),PK-LJZ,Lion Air,0,Medan-Kualan...,,,A2,https://aviation-safety.net/database/record.php?id=20170803-1
1322,04-AUG-2017,Cessna 208B Grand Caravan,N9829B,Kapowsin Air Sports,0,Mulino State...,,,A2,https://aviation-safety.net/database/record.php?id=20170804-0
1323,04-AUG-2017,DHC-8-202Q Dash 8,P2-ANK,LinkPNG,0,near Port Moresby,,,A2,https://aviation-safety.net/database/record.php?id=20170804-1
1324,05-AUG-2017,Lockheed P2V-5F Neptune,N410NA,"Neptune Aviation Services, opf",0,near Pocatello Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20170805-0
1325,15-AUG-2017,Viking DHC-6 Twin Otter 400,306,Peruvian AF,0,Iquitos-Coro...,,,A2,https://aviation-safety.net/database/record.php?id=20170815-0
1326,15-AUG-2017,Boeing 757-223 (WL),N175AN,American Airlines,0,New York-Joh...,,,A2,https://aviation-safety.net/database/record.php?id=20170815-1
1327,15-AUG-2017,Boeing 737-832 (WL),N377DA,Delta Air Lines,0,New York-Joh...,,,A2,https://aviation-safety.net/database/record.php?id=20170815-2
1328,16-AUG-2017,Let L-410UVP-E3,FAH-322,Honduras AF,1,Comayagua-Pa...,,,A1,https://aviation-safety.net/database/record.php?id=20170816-0
1329,16-AUG-2017,Cessna 208B Grand Caravan,G-CPSS,Army Parachute Association,0,Netheravon A...,,,A2,https://aviation-safety.net/database/record.php?id=20170816-1
1330,19-AUG-2017,Learjet 25D,YV3191,Aeroquest,5,near Naiguatá,,,A1,https://aviation-safety.net/database/record.php?id=20170819-0
1331,25-AUG-2017,Lockheed Hercules C.4 (C-130J-30),ZH873,RAF,0,Temporary La...,,,A1,https://aviation-safety.net/database/record.php?id=20170825-0
1332,26-AUG-2017,Antonov An-2R,RA-33036,Aviakompaniya Feniks,0,"near Yeniseisk, K...",,,A1,https://aviation-safety.net/database/record.php?id=20170826-0
1333,28-AUG-2017,Antonov An-26B,EK-26006,Coco Aviation,0,Maban Airstrip,,,A1,https://aviation-safety.net/database/record.php?id=20170828-0
1334,02-SEP-2017,Antonov An-2V,RA-35171,private,2,Chernoye Air...,,,A1,https://aviation-safety.net/database/record.php?id=20170902-0
1335,02-SEP-2017,Antonov TR-301,RA-40462,Polemaks,0,near Turinskaya S...,,,A2,https://aviation-safety.net/database/record.php?id=20170902-1
1336,04-SEP-2017,Antonov An-2P,YV2195,Aéreo Transporte La Montaña,0,La Paragua A...,,,A2,https://aviation-safety.net/database/record.php?id=20170904-0
1337,04-SEP-2017,BAe-125-700A,,Unknown,2,Hato Viejo,,,A1,https://aviation-safety.net/database/record.php?id=20170904-1
1338,05-SEP-2017,Boeing 737-8HG (WL),VT-AYB,Air India Express,0,Cochin Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20170905-0
1339,05-SEP-2017,Antonov An-2R,YV2664,Unknown,1,Playa Linda,,,A1,https://aviation-safety.net/database/record.php?id=20170905-1
1340,06-SEP-2017,BN-2A-26 Islander,PJ-WEA,Windward Express Airways,0,Sint Maarten...,,,O1,https://aviation-safety.net/database/record.php?id=20170906-0
1341,09-SEP-2017,Learjet 31A,XA-ZYZ,Transportes Aéreos Pegaso,0,Ciudad del C...,,,A2,https://aviation-safety.net/database/record.php?id=20170909-0
1342,10-SEP-2017,Antonov An-26B,9S-AFL,Serve Air,0,Goma Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20170910-0
1343,12-SEP-2017,Embraer EMB-120ER Brasilia,N121CZ,Air Charter Express,0,Greeley-Weld...,,,A2,https://aviation-safety.net/database/record.php?id=20170912-0
1344,12-SEP-2017,Boeing 767-375ER,C-GHOZ,Air Canada,0,Los Angeles ...,,,A2,https://aviation-safety.net/database/record.php?id=20170912-1
1345,12-SEP-2017,Boeing 737-924ER (WL),N69813,United Airlines,0,Los Angeles ...,,,A2,https://aviation-safety.net/database/record.php?id=20170912-2
1346,13-SEP-2017,BN-2A-26 Islander,C6-FYP,Golden Wings Charter,0,Nassau-Lynde...,,,O1,https://aviation-safety.net/database/record.php?id=20170913-0
1347,13-SEP-2017,Canadair CRJ-200ER,N261PS,"PSA Airlines, opf American Eagle",0,Charlotte-Do...,,,A2,https://aviation-safety.net/database/record.php?id=20170913-2
1348,15-SEP-2017,Airbus A321-231 (WL),N137AA,American Airlines,0,Bridgetown-G...,,,A2,https://aviation-safety.net/database/record.php?id=20170915-0
1349,15-SEP-2017,Boeing 737-8AS (WL),EI-DLV,Ryanair,0,London-Stans...,,,A2,https://aviation-safety.net/database/record.php?id=20170915-1
1350,16-SEP-2017,Cessna 208B Grand Caravan,N786WW,Westwind Air Service,0,Sedona Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20170916-0
1351,21-SEP-2017,Cessna 650 Citation VII,TC-KON,Avione Jet,0,Istanbul-Ata...,,,A1,https://aviation-safety.net/database/record.php?id=20170921-0
1352,24-SEP-2017,Beech B200GT King Air 250,9M-WSK,Hornbill Skyways,0,Kuching Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20170924-0
1353,30-SEP-2017,Antonov An-12B,EX-001,D.R. Congo AF,8,near Kinshasa-N'D...,,,A1,https://aviation-safety.net/database/record.php?id=20170930-0
1354,30-SEP-2017,Airbus A380-861,F-HPJE,Air France,0,near southern Gre...,,,A2,https://aviation-safety.net/database/record.php?id=20170930-1
1355,30-SEP-2017,Airbus A321-231,N982VJ,American Airlines,0,Washington-R...,,,A2,https://aviation-safety.net/database/record.php?id=20170930-2
1356,30-SEP-2017,Boeing 737-823 (WL),N841NN,American Airlines,0,Washington-R...,,,A2,https://aviation-safety.net/database/record.php?id=20170930-3
1357,02-OCT-2017,Cessna 208B Grand Caravan,PT-WRZ,Private,0,Pará de Mina...,,,O1,https://aviation-safety.net/database/record.php?id=20171002-0
1358,02-OCT-2017,Boeing 737-7H4 (WL),N930WN,Southwest Airlines,0,Chicago-Midw...,,,A2,https://aviation-safety.net/database/record.php?id=20171002-1
1359,03-OCT-2017,Antonov An-28,UP-A2807,East Wing,5,near Almaty Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20171003-0
1360,03-OCT-2017,Cessna 208B Grand Caravan,YA12303,Afghan Air Force,0,Nili Airport,,,A2,https://aviation-safety.net/database/record.php?id=20171003-1
1361,04-OCT-2017,DHC-6 Twin Otter 300,8Q-ISB,Maldivian,0,near Malé-Velana ...,,,A2,https://aviation-safety.net/database/record.php?id=20171004-0
1362,04-OCT-2017,Antonov An-32B,AT-530,Peruvian Navy,0,Mazamari-Man...,,,A2,https://aviation-safety.net/database/record.php?id=20171004-1
1363,07-OCT-2017,Cessna 208B Grand Caravan,5Y-BNH,"Penial Air, opf Sigale Air",0,Xuddur Airport,,,A2,https://aviation-safety.net/database/record.php?id=20171007-0
1364,12-OCT-2017,Embraer EMB-120ER Brasilia,D2-FDO,Guicango,7,near Cuílo,,,A1,https://aviation-safety.net/database/record.php?id=20171012-0
1365,13-OCT-2017,Airbus A320-214,RP-C3237,Cebu Pacific Air,0,Iloilo Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20171013-0
1366,14-OCT-2017,Antonov An-26-100,ER-AVB,Valan Int'l Cargo,4,near Abidjan-Feli...,,,A1,https://aviation-safety.net/database/record.php?id=20171014-0
1367,14-OCT-2017,Beech 1900D,C-GORZ,Exploits Valley Air Services,0,Moncton/Grea...,,,A2,https://aviation-safety.net/database/record.php?id=20171014-1
1368,14-OCT-2017,Boeing 737-838 (WL),VH-VZZ,Qantas,0,Sydney-Kings...,,,A2,https://aviation-safety.net/database/record.php?id=20171014-2
1369,16-OCT-2017,BAe 4100 Jetstream 41,G-MAJC,Eastern Airways,0,Chester/Hawa...,,,A2,https://aviation-safety.net/database/record.php?id=20171016-0
1370,17-OCT-2017,Cessna 208 Caravan I,PR-MPE,Greenpeace Brasil,1,"Rio Negro, P...",,,A1,https://aviation-safety.net/database/record.php?id=20171017-0
1371,19-OCT-2017,Beech 200C Super King Air,OB-2077-P,Air Majoro,1,near Nuevo Saposoa,,,A1,https://aviation-safety.net/database/record.php?id=20171019-0
1372,21-OCT-2017,Beech 200 Super King Air,C-GFSG,Transwest Air,0,Prince Alber...,,,A2,https://aviation-safety.net/database/record.php?id=20171021-0
1373,21-OCT-2017,Beech B200 King Air,N363JH,Bering Air,0,Anchorage-Te...,,,A2,https://aviation-safety.net/database/record.php?id=20171021-1
1374,24-OCT-2017,ATR 72-212 (F),OY-CNJ,Mistral Air,0,Roma-Fiumici...,,,A1,https://aviation-safety.net/database/record.php?id=20171024-0
1375,25-OCT-2017,Cessna 208B Grand Caravan,5H-THR,Coastal Aviation,0,Lobo Wildlif...,,,A1,https://aviation-safety.net/database/record.php?id=20171025-0
1376,27-OCT-2017,Beech B200 Super King Air,VH-LNK,Eastern Air Services,0,Lord Howe Is...,,,A2,https://aviation-safety.net/database/record.php?id=20171027-0
1377,27-OCT-2017,Cessna 560 Citation V,N561VP,Private Jets,0,Akron/Canton...,,,A2,https://aviation-safety.net/database/record.php?id=20171027-1
1378,29-OCT-2017,Cessna 550 Citation Bravo,RA-67560,Tropic,0,Bremen Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20171029-0
1379,30-OCT-2017,Boeing 767-338ER (WL),C-FOGT,WestJet,0,Toronto - Lo...,,,A2,https://aviation-safety.net/database/record.php?id=20171030-0
1380,02-NOV-2017,Swearingen SA227-AC Metro III,C-FLRY,Perimeter Aviation,0,Thompson Air...,,,A2,https://aviation-safety.net/database/record.php?id=20171102-0
1381,06-NOV-2017,Cessna 208B Grand Caravan,C-FAKZ,Alkan Air,0,Coffee Creek...,,,A2,https://aviation-safety.net/database/record.php?id=20171106-0
1382,07-NOV-2017,Antonov An-2,RA-02305,DalTransAero,1,"Ekimchan, Am...",,,A1,https://aviation-safety.net/database/record.php?id=20171107-0
1383,08-NOV-2017,Avro RJ85,ZS-ASW,Airlink,0,near Limpopo prov...,,,A1,https://aviation-safety.net/database/record.php?id=20171108-0
1384,09-NOV-2017,DHC-8-402Q Dash 8,C-GYJZ,"Air Canada Express, opb Jazz Aviation",0,Toronto City...,,,A2,https://aviation-safety.net/database/record.php?id=20171109-0
1385,10-NOV-2017,DHC-8-402Q Dash 8,G-JEDU,Flybe,0,Belfast Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20171110-0
1386,11-NOV-2017,Boeing 747-428FER,TC-ACR,"Saudi Arabian, opb ACT Airlines",0,Maastricht/A...,,,A2,https://aviation-safety.net/database/record.php?id=20171111-0
1387,15-NOV-2017,Let L-410UVP-E20,RA-67047,Khabarovsk Avia,6,near Nelkan Airport,,,A1,https://aviation-safety.net/database/record.php?id=20171115-0
1388,15-NOV-2017,Cessna 208B Grand Caravan,5H-EGG,Coastal Aviation,11,Empakaai area,,,A1,https://aviation-safety.net/database/record.php?id=20171115-1
1389,16-NOV-2017,DHC-6 Twin Otter 200HG,8Q-IAG,Maldivian,0,Dhaalu Atoll,,,A2,https://aviation-safety.net/database/record.php?id=20171116-0
1390,17-NOV-2017,Cessna 208B Grand Caravan,V3-HGX,Tropic Air,0,near Placencia Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20171117-0
1391,19-NOV-2017,ATR 72-212A (ATR 72-600),VH-FVZ,Virgin Australia Airlines,0,Canberra Air...,,,A2,https://aviation-safety.net/database/record.php?id=20171119-0
1392,22-NOV-2017,Grumman C-2A Greyhound,162175,US Navy,3,near Okinawa,,,A1,https://aviation-safety.net/database/record.php?id=20171122-0
1393,22-NOV-2017,Hawker Beech 390 Premier IA,ZS-CBI,Multimanaged Investments Pty,0,Johannesburg...,,,A2,https://aviation-safety.net/database/record.php?id=20171122-1
1394,25-NOV-2017,ATR 72-212A (ATR 72-500),9G-SBF,Starbow,0,Accra-Kotoka...,,,A1,https://aviation-safety.net/database/record.php?id=20171125-0
1395,27-NOV-2017,Embraer EMB-550 Legacy 500,RA-02788,L39 Engineering,0,Paris-Le Bou...,,,A2,https://aviation-safety.net/database/record.php?id=20171127-0
1396,27-NOV-2017,Airbus A330-343,G-VRAY,Virgin Atlantic,0,New York-Joh...,,,A2,https://aviation-safety.net/database/record.php?id=20171127-1
1397,27-NOV-2017,Boeing 777-36NER,SU-GDL,EgyptAir,0,New York-Joh...,,,A2,https://aviation-safety.net/database/record.php?id=20171127-2
1398,28-NOV-2017,DHC-6 Twin Otter 300,9N-ABM,Tara Air,0,Simikot Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20171128-0
1399,29-NOV-2017,Boeing 777-212ER,9V-SQK,Singapore Airlines,0,Singapore-Ch...,,,O1,https://aviation-safety.net/database/record.php?id=20171129-0
1400,02-DEC-2017,Boeing 777-35EER,B-16718,Eva Air,0,Toronto-Pear...,,,A2,https://aviation-safety.net/database/record.php?id=20171202-0
1401,03-DEC-2017,Airbus A319-115 (WL),N9011P,American Airlines,0,Miami Intern...,,,A2,https://aviation-safety.net/database/record.php?id=20171203-0
1402,03-DEC-2017,Boeing 737-823 (WL),N344PP,American Airlines,0,Miami Intern...,,,A2,https://aviation-safety.net/database/record.php?id=20171203-1
1403,08-DEC-2017,Airbus A321-231,A7-AIB,Qatar Airways,0,Doha-Hamad I...,,,O1,https://aviation-safety.net/database/record.php?id=20171208-0
1404,08-DEC-2017,GAF Nomad N.22C,VH-ATO,Bayswater Road,0,Buka Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20171208-1
1405,12-DEC-2017,MD-88,N924DL,Delta Air Lines,0,Detroit-Metr...,,,A2,https://aviation-safety.net/database/record.php?id=20171212-0
1406,13-DEC-2017,ATR 42-320,C-GWEA,West Wind Aviation,1,near Fond-du-Lac ...,,,A1,https://aviation-safety.net/database/record.php?id=20171213-0
1407,14-DEC-2017,Cessna 510 Citation Mustang,OE-FWD,Skytaxi Luftfahrt,3,Sieberatsreu...,,,A1,https://aviation-safety.net/database/record.php?id=20171214-0
1408,19-DEC-2017,Antonov TVS-2MS,RA-01460,Naryan-Mar Air Enterprise,4,Naryan-Mar A...,,,A1,https://aviation-safety.net/database/record.php?id=20171219-0
1409,22-DEC-2017,Embraer EMB-145EP (ERJ-145EP),G-CKAG,bmi regional,0,Bristol Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20171222-0
1410,23-DEC-2017,BN-2A Islander,P2-ISM,North Coast Aviation,1,near Dinangat Vil...,,,A1,https://aviation-safety.net/database/record.php?id=20171223-0
1411,23-DEC-2017,DC-9-33F,N935CE,Everts Air Cargo,0,between Anch...,,,A1,https://aviation-safety.net/database/record.php?id=20171223-1
1412,27-DEC-2017,Cessna 525A CitationJet CJ2,N525KT,"Van E Aviation, opb Integrated Flight Resources",0,Michigan Cit...,,,A1,https://aviation-safety.net/database/record.php?id=20171227-0
1413,27-DEC-2017,Dassault Falcon 7X,VP-BZE,"Flying Lion’s Co., Ltd.",0,Malta-Luqa A...,,,A2,https://aviation-safety.net/database/record.php?id=20171227-1
1414,31-DEC-2017,Cessna 208B Grand Caravan,TI-BEI,Nature Air,12,near Punta Islita...,,,A1,https://aviation-safety.net/database/record.php?id=20171231-0
1415,04-JAN-2018,Gulfstream G150,OE-GKA,Private Airlines Germany,0+ 1,Kittilä Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20180104-0
1416,05-JAN-2018,Boeing 737-8CT (WL),C-FDMB,WestJet,0,Toronto-Pear...,,,A2,https://aviation-safety.net/database/record.php?id=20180105-0
1417,05-JAN-2018,Boeing 737-8FH (WL),C-FPRP,Sunwing Airlines,0,Toronto-Pear...,,,A2,https://aviation-safety.net/database/record.php?id=20180105-1
1418,06-JAN-2018,Antonov An-2TP,YV1944,Unknown,0,La Paragua A...,,,A1,https://aviation-safety.net/database/record.php?id=20180106-0
1419,07-JAN-2018,Cessna 208B Grand Caravan,5Y-FDC,Unknown,0+ 1,Akobo,,,A1,https://aviation-safety.net/database/record.php?id=20180107-0
1420,09-JAN-2018,Embraer EMB-110P1 Bandeirante,C6-MIC,Pineapple Air,0,Governor's H...,,,A2,https://aviation-safety.net/database/record.php?id=20180109-0
1421,10-JAN-2018,Swearingen SA227-AT Merlin IVC,N561UP,Ameriflight,0,Rock Springs...,,,A2,https://aviation-safety.net/database/record.php?id=20180110-0
1422,13-JAN-2018,Boeing 737-82R (WL),TC-CPF,Pegasus Airlines,0,Trabzon Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20180113-0
1423,15-JAN-2018,Airbus A319-111,5A-ONC,Afriqiyah Airways,0,Tripoli-Miti...,,,C1,https://aviation-safety.net/database/record.php?id=20180115-0
1424,16-JAN-2018,BAe BAe-748-347 Srs. 2A,S2-AAX,Bismillah Airlines,0,Jessore Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20180116-0
1425,16-JAN-2018,Antonov An-2,,Kazakhstan Air Defence Force,0,near Zhetygen Air...,,,A1,https://aviation-safety.net/database/record.php?id=20180116-1
1426,17-JAN-2018,IPTN/CASA CN-235M-100,98-148,Turkish AF,3,Hodulluca Me...,,,A1,https://aviation-safety.net/database/record.php?id=20180117-0
1427,18-JAN-2018,Convair CV-580F,XA-TRB,Air Tribe,0,Brownsville-...,,,A1,https://aviation-safety.net/database/record.php?id=20180118-0
1428,20-JAN-2018,Embraer EMB-120ER Brasilia,5Y-CEI,"European Union, lsf AirTraffic Africa",0,Mogadishu Ad...,,,A2,https://aviation-safety.net/database/record.php?id=20180120-0
1429,20-JAN-2018,Let L-410UVP,UR-VTV,Galeyr Airline,0,Mogadishu Ad...,,,A1,https://aviation-safety.net/database/record.php?id=20180120-1
1430,25-JAN-2018,Gulfstream G200,5N-BTF,Nestoil,0,Abuja Intern...,,,A1,https://aviation-safety.net/database/record.php?id=20180125-0
1431,25-JAN-2018,Airbus A320,,Unknown,0,Berlin-Schön...,,,A2,https://aviation-safety.net/database/record.php?id=20180125-1
1432,29-JAN-2018,Shaanxi Y-8GX-3,30513,China Air Force,12,"Zhengchang, ...",,,A1,https://aviation-safety.net/database/record.php?id=20180129-0
1433,11-FEB-2018,Antonov An-148-100B,RA-61704,Saratov Airlines,71,near Stepanovskoy...,,,A1,https://aviation-safety.net/database/record.php?id=20180211-0
1434,16-FEB-2018,Fokker 100,EP-FQF,Qeshm Air,0,Mashhad Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20180216-0
1435,18-FEB-2018,ATR 72-212,EP-ATS,Iran Aseman Airlines,66,near Yasuj Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20180218-0
1436,20-FEB-2018,MD-83,5N-SRI,Dana Air,0,Port Harcour...,,,A2,https://aviation-safety.net/database/record.php?id=20180220-0
