,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
1131,20-JUL-2016,Beech B200 Super King Air,N46CE,Century Equipment Company,0,Burnsville-M...,,,A2,https://aviation-safety.net/database/record.php?id=20160720-1
1132,21-JUL-2016,Cessna 208B Grand Caravan,N7581F,Skydive Twin Cities,0,Baldwin Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20160721-0
1133,22-JUL-2016,Antonov An-32,K2743,Indian AF,29,near Chennai [Bay...,,,A1,https://aviation-safety.net/database/record.php?id=20160722-0
1134,26-JUL-2016,Embraer Phenom 300,N362FX,"Flexjet, opb Flight Options",0,Houston-Suga...,,,A1,https://aviation-safety.net/database/record.php?id=20160726-0
1135,28-JUL-2016,Gulfstream G650ER,N827DC,TDC Management,0,Colorado Spr...,,,O1,https://aviation-safety.net/database/record.php?id=20160728-0
1136,31-JUL-2016,Antonov An-2R,RA-54790,Lemaks,3,near Zelenogorski...,,,A1,https://aviation-safety.net/database/record.php?id=20160731-0
1137,01-AUG-2016,Beech C99,N234AV,Ameriflight,0,near Spanish Fork...,,,A2,https://aviation-safety.net/database/record.php?id=20160801-0
1138,01-AUG-2016,Canadair CL-415,F-ZBEU,Securité Civile,0,Ajaccio-Napo...,,,A2,https://aviation-safety.net/database/record.php?id=20160801-1
1139,03-AUG-2016,Boeing 777-31H,A6-EMW,Emirates,0+ 1,Dubai Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20160803-0
1140,04-AUG-2016,Cessna 208B Grand Caravan,9N-AKC,Makalu Air,0,near Simikot,,,A2,https://aviation-safety.net/database/record.php?id=20160804-0
1141,04-AUG-2016,Boeing 737-3H4 (WL),N368SW,Southwest Airlines,0,Baltimore/Wa...,,,A1,https://aviation-safety.net/database/record.php?id=20160804-1
1142,05-AUG-2016,Boeing 737-476 (SF),HA-FAX,ASL Airlines Hungary,0,Bergamo-Orio...,,,A1,https://aviation-safety.net/database/record.php?id=20160805-0
1143,09-AUG-2016,Boeing 737-832 (WL),N3762Y,Delta Air Lines,0,New York-Joh...,,,A2,https://aviation-safety.net/database/record.php?id=20160809-0
1144,11-AUG-2016,Antonov An-2R,RA-17812,ALROSA,0,Polyarnyj Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20160811-0
1145,13-AUG-2016,Cessna 500 Citation I,N70SW,Strong Tower Services,0,Fort Lauderd...,,,A2,https://aviation-safety.net/database/record.php?id=20160813-0
1146,14-AUG-2016,Beriev Be-200ES,RF-31121,Russian Ministry of Emergency Situations,0,near São Pedro do...,,,A2,https://aviation-safety.net/database/record.php?id=20160814-0
1147,14-AUG-2016,Beech 200 Super King Air,,Unknown,2,Orillas del ...,,,A1,https://aviation-safety.net/database/record.php?id=20160814-1
1148,16-AUG-2016,Cessna 550 Citation II,YV3051,Unknown,2,near Charallave-Ó...,,,A1,https://aviation-safety.net/database/record.php?id=20160816-0
1149,24-AUG-2016,Tupolev Tu-204S,RA-64021,Aviastar-TU,0,Noril'sk Air...,,,A1,https://aviation-safety.net/database/record.php?id=20160824-0
1150,25-AUG-2016,Learjet 55,N666TK,RCR7,0,North Eleuth...,,,A1,https://aviation-safety.net/database/record.php?id=20160825-0
1151,27-AUG-2016,Boeing 737-7H4 (WL),N766SW,Southwest Airlines,0,"near Biloxi, MS",,,A2,https://aviation-safety.net/database/record.php?id=20160827-0
1152,28-AUG-2016,Airbus A330-323,HL8258,Asiana Airlines,0,Seoul-Incheo...,,,O2,https://aviation-safety.net/database/record.php?id=20160828-0
1153,31-AUG-2016,Cessna 208B Grand Caravan EX,N752RV,"Ravn Connect, opb Hageland Aviation Services",3,near Russian Miss...,,,A1,https://aviation-safety.net/database/record.php?id=20160831-0
1154,10-SEP-2016,Beech 200 Super King Air,N369CD,Hurricane Joaquin,0,Orlando Apop...,,,A1,https://aviation-safety.net/database/record.php?id=20160910-0
1155,10-SEP-2016,Embraer Phenom 100,PT-MMP,Patrus Transportes Urgentes,0,Angra dos Re...,,,A2,https://aviation-safety.net/database/record.php?id=20160910-1
1156,13-SEP-2016,Boeing 737-347 (SF),PK-YSY,Trigana Air Service,0,Wamena Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20160913-0
1157,17-SEP-2016,Antonov An-2R,RA-84566,"Technoservice-A, lsf Aviapartner",0,near Tatarskoye U...,,,A2,https://aviation-safety.net/database/record.php?id=20160917-0
1158,17-SEP-2016,Cessna 208B Grand Caravan,CC-CTS,Servicios Aéreos Pewen,0,Puerto Montt...,,,A2,https://aviation-safety.net/database/record.php?id=20160917-1
1159,21-SEP-2016,Beech B100 King Air,N66804,O.I.A. Enterprises,0,Jackson-McKe...,,,A2,https://aviation-safety.net/database/record.php?id=20160921-0
1160,22-SEP-2016,Beech 200 Super King Air,ZS-KGW,Majestic Air,0,"Bray, Northe...",,,O2,https://aviation-safety.net/database/record.php?id=20160922-0
1161,22-SEP-2016,Learjet 25D,YV1738,WMG Techno-Logistic,0,San Juan-Fer...,,,A2,https://aviation-safety.net/database/record.php?id=20160922-1
1162,24-SEP-2016,BAe 4101 Jetstream 41,9N-AIB,Yeti Airlines,0,Bhairawa Air...,,,A1,https://aviation-safety.net/database/record.php?id=20160924-0
1163,24-SEP-2016,DHC-8-202Q Dash 8,N366PH,"CommutAir, opf United Express",0,Washington-D...,,,A2,https://aviation-safety.net/database/record.php?id=20160924-1
1164,25-SEP-2016,Learjet 31A,PK-JKI,Nusantara Air Charter,0,Jakarta-Hali...,,,A1,https://aviation-safety.net/database/record.php?id=20160925-0
1165,28-SEP-2016,Beech 1900D,ZS-PZE,"UN, opb King Air Charter",0,Beni Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20160928-0
1166,30-SEP-2016,Cessna 208B Grand Caravan,HK-3804,Llanera de Aviación,4,near San Antonio ...,,,A1,https://aviation-safety.net/database/record.php?id=20160930-0
1167,30-SEP-2016,Beech 1900C,N376SA,Southern Air Charter,0,Deadman's Ca...,,,A2,https://aviation-safety.net/database/record.php?id=20160930-1
1168,01-OCT-2016,Airbus A330-302,B-18307,China Airlines,0,Taipei-Taiwa...,,,A2,https://aviation-safety.net/database/record.php?id=20161001-0
1169,02-OCT-2016,Cessna 208B Grand Caravan,N208SD,"Ravn Connect, opb Hageland Aviation Services",3,"near Togiak, AK",,,A1,https://aviation-safety.net/database/record.php?id=20161002-0
1170,03-OCT-2016,Cessna F406 Caravan II,OH-OTL,Lapin Tilauslento,0,Oulu Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20161003-0
1171,04-OCT-2016,Boeing 737-4Q8 (SF),OE-IAG,ASL Airlines Belgium,0,Belfast Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20161004-0
1172,09-OCT-2016,Embraer P-95B Bandeirulha (EMB-111),7103,Brazilian AF,0,São Paulo-Ca...,,,A2,https://aviation-safety.net/database/record.php?id=20161009-0
1173,11-OCT-2016,Antonov An-26-100,RA-26660,Polyarnaya Aviatsiya,0,near Belaya Gora ...,,,A1,https://aviation-safety.net/database/record.php?id=20161011-0
1174,11-OCT-2016,Beech 200 Super King Air,C-GFSB,Fast Air,0,Bloodvein Ri...,,,A2,https://aviation-safety.net/database/record.php?id=20161011-1
1175,13-OCT-2016,Cessna 500 Citation I,C-GTNG,Norjet,4,near Kelowna Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20161013-0
1176,13-OCT-2016,Cessna 525B CitationJet CJ3+,N518AR,A.R. Wings,0,Smithfield-N...,,,A2,https://aviation-safety.net/database/record.php?id=20161013-1
1177,14-OCT-2016,Cessna 208 Caravan I,N208KM,NPTC,1,Dunnellon/Ma...,,,A2,https://aviation-safety.net/database/record.php?id=20161014-0
1178,19-OCT-2016,Lockheed C-130B Hercules,FAC-1014,Colombian AF,1,near Apiay,,,A1,https://aviation-safety.net/database/record.php?id=20161019-0
1179,21-OCT-2016,Embraer C-95BM Bandeirante (EMB-110,2305,Brazilian AF,0,Porto Alegre...,,,A2,https://aviation-safety.net/database/record.php?id=20161021-0
1180,21-OCT-2016,Airbus A300B4-203F,PR-STN,Sterna Linhas Aéreas,0,Recife-Guara...,,,A1,https://aviation-safety.net/database/record.php?id=20161021-1
1181,22-OCT-2016,ATR 72-212A (ATR 72-600),CS-DJF,"TAP Express, opb White Airways",0,Lisboa-Humbe...,,,A2,https://aviation-safety.net/database/record.php?id=20161022-0
1182,24-OCT-2016,Swearingen SA227-AT Expediter,N577MX,CAE Aviation,5,Malta-Luqa A...,,,A1,https://aviation-safety.net/database/record.php?id=20161024-0
1183,24-OCT-2016,Dornier 328JET-310,XA-ALA,FlyMex,0,Toluca Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20161024-1
1184,24-OCT-2016,DHC-8-402Q Dash 8,ET-ANY,Ethiopian Airlines,0,Dire Dawa-Ab...,,,A1,https://aviation-safety.net/database/record.php?id=20161024-2
1185,28-OCT-2016,Swearingen SA227-DC Metro 23 (C-26B,PNC-0226,Colombian Police,0,Bogotá-Eldor...,,,A2,https://aviation-safety.net/database/record.php?id=20161028-0
1186,28-OCT-2016,MD-10-10F,N370FE,FedEx,0,Fort Lauderd...,,,A1,https://aviation-safety.net/database/record.php?id=20161028-1
1187,28-OCT-2016,Boeing 767-323ER (WL),N345AN,American Airlines,0,Chicago-O'Ha...,,,A1,https://aviation-safety.net/database/record.php?id=20161028-2
1188,30-OCT-2016,Beech 100 King Air,N411HA,Honaker Aviation,0,Jeffersonvil...,,,A1,https://aviation-safety.net/database/record.php?id=20161030-0
1189,31-OCT-2016,DHC-4T Caribou,PK-SWW,"Puncak Regency Adm., opb Alfa Indonesia",4,near Ilaga Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20161031-0
1190,??-OCT-2016,Cessna 500 Citation I,N888JL,Advanced Power Aviation,0,Wichita-Mid-...,,,A1,https://aviation-safety.net/database/record.php?id=20161099-0
1191,10-NOV-2016,MD-11F,D-ALCM,Lufthansa Cargo,0,Buenos Aires...,,,A2,https://aviation-safety.net/database/record.php?id=20161110-0
1192,14-NOV-2016,Bombardier Challenger 300,N303CZ,Unknown,0,Panama City ...,,,A2,https://aviation-safety.net/database/record.php?id=20161114-0
1193,19-NOV-2016,Boeing 737-823 (WL),N832NN,American Airlines,0,Saint Louis-...,,,A2,https://aviation-safety.net/database/record.php?id=20161119-0
1194,23-NOV-2016,Beech 200 Super King Air,N80RT,Flight Development,0,near Moorhead Mun...,,,A1,https://aviation-safety.net/database/record.php?id=20161123-0
1195,24-NOV-2016,Dassault Falcon 7X,VQ-BSO,Shell Aircraft,0,London City ...,,,A2,https://aviation-safety.net/database/record.php?id=20161124-0
1196,24-NOV-2016,Dassault Falcon 7X,VQ-BSF,Shell Aircraft,0,London City ...,,,A2,https://aviation-safety.net/database/record.php?id=20161124-1
1197,27-NOV-2016,CASA/Nurtanio NC-212 Aviocar,U-623,Indonesian Navy,0,Pitu/Morotai...,,,A2,https://aviation-safety.net/database/record.php?id=20161127-0
1198,28-NOV-2016,Avro RJ85,CP-2933,LaMia,71,near Rionegro/Med...,,,A1,https://aviation-safety.net/database/record.php?id=20161128-0
1199,29-NOV-2016,Boeing 737-8HO (WL),9Y-SXM,Caribbean Airlines,0,Georgetown-C...,,,A2,https://aviation-safety.net/database/record.php?id=20161129-0
1200,29-NOV-2016,Boeing 767-319ER,N767WA,Fly Jamaica Airways,0,Georgetown-C...,,,A2,https://aviation-safety.net/database/record.php?id=20161129-1
1201,01-DEC-2016,Basler Turbo 67 (DC-3T),C-GEAJ,"ALCI Aviation, opf North Star Air Cargo",0,Pickle Lake ...,,,A2,https://aviation-safety.net/database/record.php?id=20161201-0
1202,02-DEC-2016,Beech B100 King Air,N900RD,Kidd Aviation,0,Tyler-Pounds...,,,A1,https://aviation-safety.net/database/record.php?id=20161202-0
1203,03-DEC-2016,PZL-Mielec M28 Skytruck,P-4201,Indonesian Police,13,near Tanjung Pinang,,,A1,https://aviation-safety.net/database/record.php?id=20161203-0
1204,04-DEC-2016,Cessna 500 Citation I,N332SE,Yatish Air,0,Gunnison-Cre...,,,A1,https://aviation-safety.net/database/record.php?id=20161204-1
1205,05-DEC-2016,Swearingen SA227-AC Metro III,N765FA,Key Lime Air,1,"near Camilla, GA",,,A1,https://aviation-safety.net/database/record.php?id=20161205-0
1206,05-DEC-2016,Cessna 550 Citation II,N75WL,DC Aviation,0,near Port Aransas...,,,A2,https://aviation-safety.net/database/record.php?id=20161205-1
1207,07-DEC-2016,ATR 42-500,AP-BHO,PIA,47,near Havelian,,,A1,https://aviation-safety.net/database/record.php?id=20161207-0
1208,07-DEC-2016,Boeing 737-8FE (WL),VH-YFT,Virgin Australia Airlines,0,Hobart Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20161207-1
1209,07-DEC-2016,Boeing 737-8FE (WL),VH-VUP,Virgin Australia Airlines,0,Hobart Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20161207-2
1210,10-DEC-2016,Boeing 737-46J,JY-JAQ,"Jordan Aviation, op.for Safi Airways",0,Kabul-Hamid ...,,,A2,https://aviation-safety.net/database/record.php?id=20161210-0
1211,12-DEC-2016,Beech A100 King Air,C-FONY,Grondair Aviation,0,Saint-Frédér...,,,A1,https://aviation-safety.net/database/record.php?id=20161212-0
1212,13-DEC-2016,Beech B200 Super King Air,VH-MVL,Royal Flying Doctor Service,0,Moomba Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20161213-0
1213,14-DEC-2016,DHC-8-402Q Dash 8,G-PRPC,Flybe,0,Manchester A...,,,A2,https://aviation-safety.net/database/record.php?id=20161214-0
1214,16-DEC-2016,Bombardier CRJ-900ER,OY-KFF,"SAS, opb Cimber",0,København-Ka...,,,A2,https://aviation-safety.net/database/record.php?id=20161216-0
1215,18-DEC-2016,Lockheed C-130H Hercules,A-1334,Indonesian AF,13,near Wamena Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20161218-0
1216,18-DEC-2016,Boeing P-8A Poseidon (737-8FV),168763,US Navy,0,Okinawa-Kade...,,,A2,https://aviation-safety.net/database/record.php?id=20161218-1
1217,19-DEC-2016,Ilyushin Il-18V,RF-91821,Russian AF,0,near Tiksi Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20161219-0
1218,20-DEC-2016,Boeing 727-2J0 (F),HK-4544,Aerosucre Colombia,5,near Puerto Carre...,,,A1,https://aviation-safety.net/database/record.php?id=20161220-0
1219,21-DEC-2016,Beech B200T Super King Air,M41-03,Royal Malaysian AF,1,Butterworth ...,,,A1,https://aviation-safety.net/database/record.php?id=20161221-0
1220,23-DEC-2016,Airbus A320-214,5A-ONB,Afriqiyah Airways,0,Malta-Luqa A...,,,H2,https://aviation-safety.net/database/record.php?id=20161223-0
1221,25-DEC-2016,Tupolev Tu-154B-2,RA-85572,Russian AF,92,near Adler,,,A1,https://aviation-safety.net/database/record.php?id=20161225-0
1222,25-DEC-2016,ATR 72-212A (ATR 72-600),PK-WGW,Wings Air,0,Semarang-Ach...,,,A1,https://aviation-safety.net/database/record.php?id=20161225-1
1223,02-JAN-2017,Cessna F406 Caravan II,5H-WOW,Air Excel,0,Sasakwa Airs...,,,A1,https://aviation-safety.net/database/record.php?id=20170102-0
1224,02-JAN-2017,Let L-410UVP,9Q-CZR,Doren Air Congo,0,Shabunda Air...,,,A1,https://aviation-safety.net/database/record.php?id=20170102-1
1225,02-JAN-2017,Hawker 800XP,N910JD,Pinnacle Air Charter,0,Scottsdale A...,,,A2,https://aviation-safety.net/database/record.php?id=20170102-2
1226,07-JAN-2017,Canadair Challenger 604,D-AMSC,MHS Aviation,0,"near Muscat, Oman",,,A1,https://aviation-safety.net/database/record.php?id=20170107-0
1227,11-JAN-2017,Cessna 560 Citation Encore,LN-IDB,Hesnes Air,0,near Oslo-Garderm...,,,A1,https://aviation-safety.net/database/record.php?id=20170111-0
1228,13-JAN-2017,Beech B200 Super King Air,N795DE,Optimal Aviation Services,0,Five Point-A...,,,A2,https://aviation-safety.net/database/record.php?id=20170113-0
1229,16-JAN-2017,Boeing 747-412F,TC-MCL,"ACT Airlines, opf Turkish Cargo",4+ 35,near Bishkek-Mana...,,,A1,https://aviation-safety.net/database/record.php?id=20170116-0
1230,16-JAN-2017,Cessna 525C Citation CJ4,N525PZ,Zeliff Aviation,0,Howell-Livin...,,,A1,https://aviation-safety.net/database/record.php?id=20170116-1
1231,19-JAN-2017,Beech 99A,N326CA,Alpine Aviation,0,Billings-Log...,,,A2,https://aviation-safety.net/database/record.php?id=20170119-0
1232,23-JAN-2017,Beech 300 Super King Air,N385KA,KAAZ,2,Tucson Inter...,,,A1,https://aviation-safety.net/database/record.php?id=20170123-0
1233,23-JAN-2017,Beech C99,N216CS,Alpine Aviation,0,Durango-La P...,,,A2,https://aviation-safety.net/database/record.php?id=20170123-1
1234,26-JAN-2017,Grumman G-73 Mallard,VH-CQA,private,2,"Swan River, ...",,,A1,https://aviation-safety.net/database/record.php?id=20170126-0
1235,27-JAN-2017,Beech 200T Super King Air,N60RA,Eastern Air Express,0,West Palm Be...,,,A1,https://aviation-safety.net/database/record.php?id=20170127-0
1236,28-JAN-2017,Boeing 737-476 (SF),HK-5197,AerCaribe Cargo,0,Leticia-Alfr...,,,A2,https://aviation-safety.net/database/record.php?id=20170128-0
1237,07-FEB-2017,Saab 340A,C6-HBW,Western Air,0,Freeport-Gra...,,,A2,https://aviation-safety.net/database/record.php?id=20170207-0
1238,09-FEB-2017,BAe-125-800B,PT-OTC,Líder Táxi Aéreo,0,São Paulo-Gu...,,,A1,https://aviation-safety.net/database/record.php?id=20170209-0
1239,09-FEB-2017,Cessna 208B Supervan 900,D-FSRT,Paranodon Fallschirmsport Illertissen,0,Illertissen ...,,,A2,https://aviation-safety.net/database/record.php?id=20170209-1
1240,09-FEB-2017,CASA C-212 Aviocar 300,,Botswana AF,3,near Thebephatshw...,,,A1,https://aviation-safety.net/database/record.php?id=20170209-2
1241,09-FEB-2017,Beech 1900D,C-FNWH,North-Wright Airways,0,Tulita Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20170209-3
1242,14-FEB-2017,Beech B200 Super King Air,N313HS,Grant Aviation,0,Unalaska Air...,,,A1,https://aviation-safety.net/database/record.php?id=20170214-0
1243,15-FEB-2017,Canadair CRJ-701ER,N709PS,"PSA Airlines, opf American Eagle",0,Charlotte-Do...,,,A2,https://aviation-safety.net/database/record.php?id=20170215-0
1244,20-FEB-2017,Beech 200 Super King Air,,Unknown,0,near Lago de Mara...,,,O1,https://aviation-safety.net/database/record.php?id=20170220-0
1245,21-FEB-2017,Beech B200 King Air,VH-ZCR,Corporate and Leisure Charters,5,near Melbourne-Es...,,,A1,https://aviation-safety.net/database/record.php?id=20170221-0
1246,23-FEB-2017,DHC-8-402Q Dash 8,G-JECP,Flybe,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20170223-0
1247,23-FEB-2017,Let L-410UVP-E,OK-LAZ,"Citywing, opb Van Air Europe",0,Isle Of Man-...,,,I2,https://aviation-safety.net/database/record.php?id=20170223-1
1248,25-FEB-2017,Raytheon 390 Premier IA,OM-TAA,Tatra Jet,0,Salzburg-W. ...,,,O2,https://aviation-safety.net/database/record.php?id=20170225-0
1249,28-FEB-2017,Beech B200 Super King Air,YVO173,SATA,0,Caracas/La C...,,,A1,https://aviation-safety.net/database/record.php?id=20170228-0
1250,28-FEB-2017,Boeing 767-33AER,N351AX,Omni Air International,0,Azraq-Muwaff...,,,A2,https://aviation-safety.net/database/record.php?id=20170228-1
1251,03-MAR-2017,Airbus A320-214,G-EZTV,easyJet,0,Manchester A...,,,A2,https://aviation-safety.net/database/record.php?id=20170303-0
1252,08-MAR-2017,MD-83,N786TW,Ameristar Jet Charter,0,Detroit-Will...,,,A1,https://aviation-safety.net/database/record.php?id=20170308-0
1253,08-MAR-2017,Bombardier Global Express,C-FLGZ,Jetport,0,Hamilton Air...,,,A2,https://aviation-safety.net/database/record.php?id=20170308-1
1254,10-MAR-2017,DHC-6 Twin Otter 200,C-GQOQ,Osprey Wings,0,Yalowega Lak...,,,A2,https://aviation-safety.net/database/record.php?id=20170310-0
1255,11-MAR-2017,Cessna 208B Grand Caravan,N865MA,Makani Kai Air,0,Kalaupapa Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20170311-0
1256,14-MAR-2017,ATR 72-212A (ATR 72-600),C6-BFQ,Bahamasair,0,Nassau-Lynde...,,,O1,https://aviation-safety.net/database/record.php?id=20170314-0
1257,17-MAR-2017,Basler Turbo 67 (DC-3T),C-FKGL,"North Star Air, opb Private Air",0,near Pickle Lake ...,,,A2,https://aviation-safety.net/database/record.php?id=20170317-0
1258,20-MAR-2017,Antonov An-26B,S9-TLZ,South Supreme Airlines,0,Wau Airport ...,,,A1,https://aviation-safety.net/database/record.php?id=20170320-0
1259,20-MAR-2017,Swearingen SA226-TC Metro II,N158WA,Western Air Express,0,Boise Air Te...,,,A2,https://aviation-safety.net/database/record.php?id=20170320-1
1260,24-MAR-2017,Cessna 500 Citation I Sierra Eagle,N8DX,Shelter Charter Services,1,"Marietta, GA",,,A1,https://aviation-safety.net/database/record.php?id=20170324-0
1261,24-MAR-2017,Cessna 550 Citation II,N551BC,Boulder Capital,0,near Salt Lake Ci...,,,A2,https://aviation-safety.net/database/record.php?id=20170324-1
1262,27-MAR-2017,BN-2A-3 Islander,C9-AOV,ETA Air Charter,6,near Mutare Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20170327-0
1263,27-MAR-2017,Boeing 737-4Q8,EP-TBJ,Taban Air,0,Ardabil Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20170327-1
1264,28-MAR-2017,Boeing 737-3M8,OB-2036-P,Peruvian Airlines,0,Jauja-Franci...,,,A1,https://aviation-safety.net/database/record.php?id=20170328-0
1265,30-MAR-2017,Antonov An-2T,YV1638,Transmandu,0,La Paragua,,,A2,https://aviation-safety.net/database/record.php?id=20170330-0
1266,01-APR-2017,Let L-410UVP-E9,5X-EIV,Eagle Air,0,Yei Airport,,,A2,https://aviation-safety.net/database/record.php?id=20170401-0
1267,02-APR-2017,Airbus A319-114,C-GBHN,Air Canada Jetz,0,Tampa Intern...,,,A2,https://aviation-safety.net/database/record.php?id=20170402-0
1268,08-APR-2017,Boeing 737-8H6 (WL),9M-MXX,Malaysia Airlines,0,Sibu Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20170408-0
1269,10-APR-2017,Boeing 757-21B,G-LSAI,Jet2,0,Alicante Air...,,,A2,https://aviation-safety.net/database/record.php?id=20170410-0
1270,10-APR-2017,Cessna 208B Grand Caravan,PT-MEA,Two Táxi Aéreo,0,near Poços de Cal...,,,A2,https://aviation-safety.net/database/record.php?id=20170410-1
1271,11-APR-2017,Gulfstream G450,N667HS,H&S Air,0,Salzburg-W. ...,,,A2,https://aviation-safety.net/database/record.php?id=20170411-0
1272,12-APR-2017,Cessna 208 Caravan I,PK-FSO,Spirit Avia Sentosa,1,near Oksibil Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20170412-0
1273,12-APR-2017,BN-2A-26 Islander,8R-GAR,ASL,0,Kopinang Air...,,,A1,https://aviation-safety.net/database/record.php?id=20170412-1
1274,13-APR-2017,Viking Air DHC-6 Twin Otter 400,B-55571,Daily Air,0,Orchid Islan...,,,A2,https://aviation-safety.net/database/record.php?id=20170413-0
1275,14-APR-2017,Beech B200 King Air,N481HC,IHC Health Services,0,Richfield Mu...,,,A2,https://aviation-safety.net/database/record.php?id=20170414-0
1276,19-APR-2017,Airbus A320-232,HS-TXB,Thai Smile,0,Bangkok-Suva...,,,A2,https://aviation-safety.net/database/record.php?id=20170419-0
1277,24-APR-2017,Beech 99A,N899CZ,Freight Runners Express,0,Waukesha Air...,,,A2,https://aviation-safety.net/database/record.php?id=20170424-0
1278,29-APR-2017,Antonov An-26,CU-T1406,"Aerogaviota, opf Cuban AF",8,near San Cristobal,,,A1,https://aviation-safety.net/database/record.php?id=20170429-0
1279,01-MAY-2017,Cessna 208B Grand Caravan,EJC-1130,Colombian Army,8,near Facatativá,,,A1,https://aviation-safety.net/database/record.php?id=20170501-0
1280,01-MAY-2017,Cessna 208B Grand Caravan,N803TH,Grant Aviation,1,"Chignik, AK",,,A1,https://aviation-safety.net/database/record.php?id=20170501-1
1281,05-MAY-2017,Shorts 330-200,N334AC,Air Cargo Carriers,2,Charleston-Y...,,,A1,https://aviation-safety.net/database/record.php?id=20170505-0
1282,15-MAY-2017,Beech LR-2 (B300 King Air 350),23057,Japan Ground Self-Defense Force,4,"Assabu, Hokk...",,,A1,https://aviation-safety.net/database/record.php?id=20170515-0
1283,15-MAY-2017,Learjet 35A,N452DA,"A&C Big Sky Aviation, opb Trans-Pacific Jets",2,near Teterboro Ai...,,,A1,https://aviation-safety.net/database/record.php?id=20170515-1
1284,17-MAY-2017,Learjet 25B,XA-VMC,Aerotransportes Huitzilin,2,near Toluca-Licen...,,,A1,https://aviation-safety.net/database/record.php?id=20170517-0
1285,22-MAY-2017,Cessna 208B Grand Caravan,N754KP,Alaska Seaplanes,0,"near Skagway, AK",,,A2,https://aviation-safety.net/database/record.php?id=20170522-0
1286,24-MAY-2017,DHC-6 Twin Otter 300,N708PV,Perris Valley Aviation,0,Perris Valle...,,,A2,https://aviation-safety.net/database/record.php?id=20170524-0
1287,24-MAY-2017,Cessna 208 Caravan I,N1265U,Alaska Seaplanes,0,Elfin Cove S...,,,A2,https://aviation-safety.net/database/record.php?id=20170524-1
1288,27-MAY-2017,Let L-410UVP-E20,9N-AKY,Summit Air,2,Lukla-Tenzin...,,,A1,https://aviation-safety.net/database/record.php?id=20170527-0
1289,27-MAY-2017,DHC-6 Twin Otter 300,8Q-TMV,Trans Maldivian Airways,0,Malé-Velana ...,,,A2,https://aviation-safety.net/database/record.php?id=20170527-1
1290,30-MAY-2017,PZL-Mielec M28 Skytruck,NA-048,Nepal Army,1,Bajura Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20170530-0
1291,30-MAY-2017,Antonov An-26,RF-36160,Russian AF,1,Balashov Air...,,,A1,https://aviation-safety.net/database/record.php?id=20170530-1
1292,30-MAY-2017,Dornier 328JET-310,N330BG,Heidi Aviation,0,Mogadishu Ad...,,,A1,https://aviation-safety.net/database/record.php?id=20170530-2
1293,30-MAY-2017,Cessna 208B Grand Caravan,PK-MPS,MAF,0,Ilaga Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20170530-3
1294,31-MAY-2017,Boeing 737-33A,PK-CJC,Sriwijaya Air,0,Manokwari-Re...,,,A1,https://aviation-safety.net/database/record.php?id=20170531-0
1295,31-MAY-2017,Beech B300 King Air 350i,PK-CAQ,Balai Kalibrasi Fasilitas Penerbangan,0,Ambon-Pattim...,,,A2,https://aviation-safety.net/database/record.php?id=20170531-1
1296,02-JUN-2017,Swearingen SA227-AC Metro III,XA-UAJ,Aeronaves TSM,0,near Tampico-Gen ...,,,A1,https://aviation-safety.net/database/record.php?id=20170602-0
1297,02-JUN-2017,Antonov TVS-2MS,RA-2099G,SibNIA,0,Ulan Bator-C...,,,A2,https://aviation-safety.net/database/record.php?id=20170602-2
1298,03-JUN-2017,Fokker F-27 Friendship 600,5Y-FMM,"Safari Express Airways, opf UN WFP",0,Garbaharey A...,,,A2,https://aviation-safety.net/database/record.php?id=20170603-0
1299,07-JUN-2017,Shaanxi Y-8F-200W,5820,Myanmar Air Force,122,near Dawei,,,A1,https://aviation-safety.net/database/record.php?id=20170607-0
1300,11-JUN-2017,Antonov An-32B,HK-4833,AerCaribe Cargo,0,Tarapacá Air...,,,A1,https://aviation-safety.net/database/record.php?id=20170611-0
